Spend_ID,Spend_Date,Channel,Spend
798,08/07/2025,Facebook,958
799,09/07/2025,Google,4118
800,10/07/2025,Google,4296
801,11/07/2025,Google,2650
802,12/07/2025,LinkedIn,5241
803,13/07/2025,LinkedIn,3535
804,14/07/2025,Google,3535
805,15/07/2025,YouTube,1047
806,16/07/2025,LinkedIn,3482
807,17/07/2025,LinkedIn,3088
808,18/07/2025,LinkedIn,4356
809,19/07/2025,YouTube,4302
810,20/07/2025,Google,2650
811,21/07/2025,LinkedIn,3535
812,22/07/2025,LinkedIn,2854
813,23/07/2025,LinkedIn,3123
814,24/07/2025,LinkedIn,3547
815,25/07/2025,LinkedIn,551
816,26/07/2025,Facebook,3557
817,27/07/2025,Facebook,2023
818,28/07/2025,Facebook,4683
819,29/07/2025,Facebook,4555
820,30/07/2025,LinkedIn,3563
821,31/07/2025,LinkedIn,758
822,01/08/2025,LinkedIn,4019
823,02/08/2025,Google,2520
824,03/08/2025,Google,3109
825,04/08/2025,YouTube,2150
826,05/08/2025,LinkedIn,3783
827,06/08/2025,LinkedIn,3749
828,07/08/2025,LinkedIn,2868
829,08/08/2025,Google,1478
830,09/08/2025,LinkedIn,1760
831,10/08/2025,Google,3049
832,11/08/2025,Facebook,4590
833,12/08/2025,Facebook,1697
834,13/08/2025,LinkedIn,2971
835,14/08/2025,Google,531
836,15/08/2025,LinkedIn,3778
837,16/08/2025,LinkedIn,2139
838,17/08/2025,LinkedIn,3583
839,18/08/2025,YouTube,3487
840,19/08/2025,LinkedIn,3158
841,20/08/2025,YouTube,3035
842,21/08/2025,Google,3229
843,22/08/2025,Google,3127
844,23/08/2025,LinkedIn,1834
845,24/08/2025,LinkedIn,1717
846,25/08/2025,LinkedIn,3692
847,26/08/2025,Google,3091
848,27/08/2025,Facebook,1880
849,28/08/2025,Google,3609
850,29/08/2025,LinkedIn,3494
851,30/08/2025,LinkedIn,1745
852,31/08/2025,LinkedIn,4598
853,01/09/2025,LinkedIn,3380
854,02/09/2025,YouTube,4608
855,03/09/2025,Facebook,2729
856,04/09/2025,LinkedIn,1555
857,05/09/2025,Facebook,5428
858,06/09/2025,Google,4434
859,07/09/2025,LinkedIn,3511
860,08/09/2025,LinkedIn,2751
861,09/09/2025,LinkedIn,2866
862,10/09/2025,Google,1107
863,11/09/2025,Facebook,1869
864,12/09/2025,LinkedIn,1428
865,13/09/2025,LinkedIn,4137
866,14/09/2025,LinkedIn,2255
867,15/09/2025,YouTube,4957
868,16/09/2025,LinkedIn,3750
869,17/09/2025,YouTube,2247
870,18/09/2025,LinkedIn,613
871,19/09/2025,LinkedIn,3664
872,20/09/2025,LinkedIn,2725
873,21/09/2025,YouTube,2333
874,22/09/2025,Facebook,3862
875,23/09/2025,Google,2044
876,24/09/2025,Google,5484
877,25/09/2025,YouTube,1612
878,26/09/2025,LinkedIn,1729
879,27/09/2025,LinkedIn,4353
880,28/09/2025,LinkedIn,759
881,29/09/2025,LinkedIn,4627
882,30/09/2025,Google,1397
883,01/10/2025,LinkedIn,2827
884,02/10/2025,LinkedIn,4576
885,03/10/2025,Google,2825
886,04/10/2025,Facebook,3447
887,05/10/2025,Facebook,5105
888,06/10/2025,Google,1536
889,07/10/2025,YouTube,1573
890,08/10/2025,LinkedIn,2705
891,09/10/2025,LinkedIn,3434
892,10/10/2025,LinkedIn,872
893,11/10/2025,Facebook,894
894,12/10/2025,Facebook,2583
895,13/10/2025,LinkedIn,2848
896,14/10/2025,YouTube,2692
897,15/10/2025,Facebook,3093
898,16/10/2025,YouTube,1090
899,17/10/2025,Facebook,1706
900,18/10/2025,Google,1309
901,19/10/2025,Google,3625
902,20/10/2025,Google,994
903,21/10/2025,Google,3031
904,22/10/2025,LinkedIn,2105
905,23/10/2025,Google,2014
906,24/10/2025,Google,2005
907,25/10/2025,Facebook,3217
908,26/10/2025,LinkedIn,1672
909,27/10/2025,Facebook,1437
910,28/10/2025,Google,3080
911,29/10/2025,LinkedIn,1464
912,30/10/2025,YouTube,1086
913,31/10/2025,LinkedIn,4571
914,01/11/2025,Facebook,3713
915,02/11/2025,LinkedIn,2862
916,03/11/2025,YouTube,4218
917,04/11/2025,YouTube,3276
918,05/11/2025,LinkedIn,1269
919,06/11/2025,Facebook,4016
920,07/11/2025,LinkedIn,612
921,08/11/2025,LinkedIn,5370
922,09/11/2025,LinkedIn,4049
923,10/11/2025,Facebook,3532
924,11/11/2025,Google,3830
925,12/11/2025,LinkedIn,3427
926,13/11/2025,LinkedIn,1669
927,14/11/2025,LinkedIn,2251
928,15/11/2025,LinkedIn,736
929,16/11/2025,LinkedIn,988
930,17/11/2025,Google,4247
931,18/11/2025,LinkedIn,2419
932,19/11/2025,LinkedIn,2143
933,20/11/2025,LinkedIn,1864
934,21/11/2025,LinkedIn,587
935,22/11/2025,Facebook,2827
936,23/11/2025,LinkedIn,813
937,24/11/2025,LinkedIn,4246
938,25/11/2025,Google,3638
939,26/11/2025,LinkedIn,2453
940,27/11/2025,LinkedIn,2193
941,28/11/2025,LinkedIn,969
942,29/11/2025,LinkedIn,832
943,30/11/2025,Facebook,4422
944,01/12/2025,LinkedIn,3669
945,02/12/2025,LinkedIn,2062
946,03/12/2025,YouTube,3812
947,04/12/2025,YouTube,1183
948,05/12/2025,Facebook,1430
949,06/12/2025,LinkedIn,2816
950,07/12/2025,LinkedIn,5410
951,08/12/2025,LinkedIn,3222
952,09/12/2025,LinkedIn,5335
953,10/12/2025,LinkedIn,2875
954,11/12/2025,LinkedIn,843
955,12/12/2025,LinkedIn,3272
956,13/12/2025,YouTube,4280
957,14/12/2025,Facebook,3186
958,15/12/2025,LinkedIn,1674
959,16/12/2025,YouTube,3018
960,17/12/2025,LinkedIn,1993
961,18/12/2025,Facebook,4898
962,19/12/2025,LinkedIn,5125
963,20/12/2025,Google,3020
964,21/12/2025,LinkedIn,3398
965,22/12/2025,YouTube,3504
966,23/12/2025,Facebook,3194
967,24/12/2025,LinkedIn,1891
968,25/12/2025,Facebook,1968
969,26/12/2025,YouTube,2581
970,27/12/2025,LinkedIn,1185
971,28/12/2025,LinkedIn,962
972,29/12/2025,Google,1786
973,30/12/2025,Facebook,2586
974,31/12/2025,Google,2901
975,01/01/2025,LinkedIn,4311
976,02/01/2025,LinkedIn,2620
977,03/01/2025,LinkedIn,4832
978,04/01/2025,LinkedIn,4795
979,05/01/2025,Google,887
980,06/01/2025,YouTube,3490
981,07/01/2025,LinkedIn,1097
982,08/01/2025,Facebook,1866
983,09/01/2025,LinkedIn,2681
984,10/01/2025,Google,5484
985,11/01/2025,LinkedIn,4589
986,12/01/2025,LinkedIn,4954
987,13/01/2025,Google,2263
988,14/01/2025,LinkedIn,3741
989,15/01/2025,LinkedIn,4436
990,16/01/2025,Facebook,1740
991,17/01/2025,LinkedIn,4033
992,18/01/2025,LinkedIn,1564
993,19/01/2025,Google,3422
994,20/01/2025,LinkedIn,4996
995,21/01/2025,Google,4730
996,22/01/2025,LinkedIn,3418
997,23/01/2025,Google,536
998,24/01/2025,LinkedIn,1512
999,25/01/2025,LinkedIn,4789
1000,26/01/2025,Facebook,5056
1001,27/01/2025,LinkedIn,3405
1002,28/01/2025,Google,4530
1003,29/01/2025,YouTube,2334
1004,30/01/2025,LinkedIn,963
1005,31/01/2025,Google,5391
1006,01/02/2025,LinkedIn,1845
1007,02/02/2025,LinkedIn,4507
1008,03/02/2025,LinkedIn,4176
1009,04/02/2025,YouTube,4358
1010,05/02/2025,Facebook,2503
1011,06/02/2025,LinkedIn,1690
1012,07/02/2025,LinkedIn,925
1013,08/02/2025,LinkedIn,860
1014,09/02/2025,LinkedIn,4567
1015,10/02/2025,Google,4390
1016,11/02/2025,LinkedIn,4831
1017,12/02/2025,Facebook,3428
1018,13/02/2025,LinkedIn,1645
1019,14/02/2025,Facebook,2720
1020,15/02/2025,LinkedIn,4464
1021,16/02/2025,LinkedIn,3299
1022,17/02/2025,LinkedIn,5095
1023,18/02/2025,Facebook,3757
1024,19/02/2025,LinkedIn,600
1025,20/02/2025,LinkedIn,4640
1026,21/02/2025,LinkedIn,1848
1027,22/02/2025,YouTube,3980
1028,23/02/2025,Google,5211
1029,24/02/2025,Google,889
1030,25/02/2025,Facebook,4313
1031,26/02/2025,YouTube,2027
1032,27/02/2025,LinkedIn,3877
1033,28/02/2025,LinkedIn,3023
1034,01/03/2025,Facebook,3010
1035,02/03/2025,LinkedIn,522
1036,03/03/2025,LinkedIn,2972
1037,04/03/2025,LinkedIn,3493
1038,05/03/2025,Facebook,3513
1039,06/03/2025,Facebook,4933
1040,07/03/2025,LinkedIn,3452
1041,08/03/2025,Facebook,3479
1042,09/03/2025,LinkedIn,3824
1043,10/03/2025,YouTube,1199
1044,11/03/2025,LinkedIn,3398
1045,12/03/2025,Google,2549
1046,13/03/2025,Facebook,1685
1047,14/03/2025,YouTube,1878
1048,15/03/2025,Google,4844
1049,16/03/2025,LinkedIn,4391
1050,17/03/2025,LinkedIn,2794
1051,18/03/2025,LinkedIn,943
1052,19/03/2025,LinkedIn,2648
1053,20/03/2025,Google,3490
1054,21/03/2025,YouTube,2640
1055,22/03/2025,YouTube,1906
1056,23/03/2025,Facebook,1909
1057,24/03/2025,LinkedIn,1624
1058,25/03/2025,LinkedIn,2292
1059,26/03/2025,LinkedIn,3101
1060,27/03/2025,YouTube,3363
1061,28/03/2025,Google,832
1062,29/03/2025,LinkedIn,2966
1063,30/03/2025,Facebook,523
1064,31/03/2025,LinkedIn,2663
1065,01/04/2025,YouTube,5081
1066,02/04/2025,Facebook,2375
1067,03/04/2025,LinkedIn,4791
1068,04/04/2025,Facebook,1415
1069,05/04/2025,LinkedIn,2763
1070,06/04/2025,YouTube,3371
1071,07/04/2025,YouTube,853
1072,08/04/2025,LinkedIn,3484
1073,09/04/2025,LinkedIn,1962
1074,10/04/2025,LinkedIn,4160
1075,11/04/2025,Facebook,3218
1076,12/04/2025,Facebook,4637
1077,13/04/2025,YouTube,2944
1078,14/04/2025,LinkedIn,5036
1079,15/04/2025,LinkedIn,5219
1080,16/04/2025,LinkedIn,1627
1081,17/04/2025,Facebook,2600
1082,18/04/2025,Facebook,4994
1083,19/04/2025,Facebook,2942
1084,20/04/2025,LinkedIn,1349
1085,21/04/2025,Google,1662
1086,22/04/2025,Google,3130
1087,23/04/2025,LinkedIn,2771
1088,24/04/2025,LinkedIn,5283
1089,25/04/2025,LinkedIn,4827
1090,26/04/2025,Facebook,1513
1091,27/04/2025,LinkedIn,2421
1092,28/04/2025,LinkedIn,5428
1093,29/04/2025,LinkedIn,2885
1094,30/04/2025,Facebook,1384
1095,01/05/2025,Facebook,776
1096,02/05/2025,LinkedIn,1968
1097,03/05/2025,YouTube,2824
1098,04/05/2025,LinkedIn,3066
1099,05/05/2025,YouTube,3025
1100,06/05/2025,Facebook,2951
1101,07/05/2025,Facebook,1123
1102,08/05/2025,LinkedIn,5122
1103,09/05/2025,LinkedIn,5002
1104,10/05/2025,LinkedIn,4438
1105,11/05/2025,Facebook,3814
1106,12/05/2025,LinkedIn,3337
1107,13/05/2025,Google,3962
1108,14/05/2025,LinkedIn,2608
1109,15/05/2025,Google,5348
1110,16/05/2025,LinkedIn,2869
1111,17/05/2025,Facebook,2075
1112,18/05/2025,Google,3220
1113,19/05/2025,LinkedIn,3885
1114,20/05/2025,LinkedIn,2568
1115,21/05/2025,Google,4207
1116,22/05/2025,Google,5481
1117,23/05/2025,Google,2391
1118,24/05/2025,Google,3209
1119,25/05/2025,LinkedIn,4551
1120,26/05/2025,LinkedIn,1185
1121,27/05/2025,YouTube,5386
1122,28/05/2025,Facebook,1791
1123,29/05/2025,YouTube,3875
1124,30/05/2025,LinkedIn,2746
1125,31/05/2025,LinkedIn,3326
1126,01/06/2025,LinkedIn,2857
1127,02/06/2025,Google,4572
1128,03/06/2025,YouTube,3780
1129,04/06/2025,Google,4803
1130,05/06/2025,LinkedIn,2533
1131,06/06/2025,LinkedIn,3535
1132,07/06/2025,LinkedIn,2423
1133,08/06/2025,Google,5484
1134,09/06/2025,LinkedIn,3282
1135,10/06/2025,LinkedIn,3018
1136,11/06/2025,LinkedIn,1444
1137,12/06/2025,YouTube,2537
1138,13/06/2025,LinkedIn,3605
1139,14/06/2025,LinkedIn,571
1140,15/06/2025,LinkedIn,4572
1141,16/06/2025,LinkedIn,638
1142,17/06/2025,Google,3790
1143,18/06/2025,YouTube,1745
1144,19/06/2025,LinkedIn,1742
1145,20/06/2025,Facebook,778
1146,21/06/2025,LinkedIn,3874
1147,22/06/2025,LinkedIn,5081
1148,23/06/2025,LinkedIn,2434
1149,24/06/2025,LinkedIn,4770
1150,25/06/2025,LinkedIn,2861
1151,26/06/2025,LinkedIn,3118
1152,27/06/2025,Facebook,3297
1153,28/06/2025,LinkedIn,5182
1154,29/06/2025,LinkedIn,3488
1155,30/06/2025,Facebook,5483
1156,01/07/2025,YouTube,1779
1157,02/07/2025,LinkedIn,759
1158,03/07/2025,Google,3710
1159,04/07/2025,LinkedIn,4452
1160,05/07/2025,YouTube,1371
1161,06/07/2025,Facebook,1608
1162,07/07/2025,Google,1762
1163,08/07/2025,LinkedIn,3367
1164,09/07/2025,Facebook,5010
1165,10/07/2025,LinkedIn,3214
1166,11/07/2025,YouTube,3358
1167,12/07/2025,LinkedIn,3710
1168,13/07/2025,Google,3880
1169,14/07/2025,LinkedIn,4058
1170,15/07/2025,Google,1513
1171,16/07/2025,Facebook,2754
1172,17/07/2025,LinkedIn,2846
1173,18/07/2025,LinkedIn,4306
1174,19/07/2025,Facebook,1597
1175,20/07/2025,LinkedIn,4712
1176,21/07/2025,LinkedIn,5413
1177,22/07/2025,YouTube,4699
1178,23/07/2025,Google,4689
1179,24/07/2025,LinkedIn,3673
1180,25/07/2025,Google,2630
1181,26/07/2025,YouTube,4248
1182,27/07/2025,Google,2995
1183,28/07/2025,Google,3357
1184,29/07/2025,LinkedIn,3759
1185,30/07/2025,LinkedIn,5236
1186,31/07/2025,LinkedIn,5183
1187,01/08/2025,LinkedIn,3715
1188,02/08/2025,LinkedIn,1513
1189,03/08/2025,LinkedIn,3960
1190,04/08/2025,LinkedIn,2530
1191,05/08/2025,LinkedIn,4875
1192,06/08/2025,LinkedIn,5255
1193,07/08/2025,Google,4015
1194,08/08/2025,Google,935
1195,09/08/2025,LinkedIn,3380
1196,10/08/2025,LinkedIn,5159
1197,11/08/2025,LinkedIn,5417
1198,12/08/2025,LinkedIn,2522
1199,13/08/2025,LinkedIn,3875
1200,14/08/2025,Google,2634
1201,15/08/2025,Facebook,2020
1202,16/08/2025,LinkedIn,2326
1203,17/08/2025,Facebook,1714
1204,18/08/2025,Google,1823
1205,19/08/2025,Google,1963
1206,20/08/2025,LinkedIn,542
1207,21/08/2025,Google,620
1208,22/08/2025,LinkedIn,3190
1209,23/08/2025,LinkedIn,3074
1210,24/08/2025,YouTube,1818
1211,25/08/2025,LinkedIn,2274
1212,26/08/2025,YouTube,4993
1213,27/08/2025,Facebook,3815
1214,28/08/2025,Google,557
1215,29/08/2025,Google,1203
1216,30/08/2025,Google,3019
1217,31/08/2025,LinkedIn,5231
1218,01/09/2025,LinkedIn,2698
1219,02/09/2025,Facebook,757
1220,03/09/2025,LinkedIn,3601
1221,04/09/2025,YouTube,4257
1222,05/09/2025,YouTube,4724
1223,06/09/2025,YouTube,880
1224,07/09/2025,LinkedIn,3729
1225,08/09/2025,LinkedIn,3644
1226,09/09/2025,Google,1277
1227,10/09/2025,LinkedIn,649
1228,11/09/2025,LinkedIn,2485
1229,12/09/2025,LinkedIn,3651
1230,13/09/2025,Google,2041
1231,14/09/2025,LinkedIn,4662
1232,15/09/2025,YouTube,3202
1233,16/09/2025,Google,3783
1234,17/09/2025,LinkedIn,1005
1235,18/09/2025,LinkedIn,3509
1236,19/09/2025,LinkedIn,3952
1237,20/09/2025,Facebook,957
1238,21/09/2025,Facebook,4245
1239,22/09/2025,LinkedIn,1770
1240,23/09/2025,YouTube,4129
1241,24/09/2025,Google,905
1242,25/09/2025,Facebook,5168
1243,26/09/2025,Google,2830
1244,27/09/2025,LinkedIn,4952
1245,28/09/2025,LinkedIn,3254
1246,29/09/2025,Facebook,2696
1247,30/09/2025,Facebook,4850
1248,01/10/2025,LinkedIn,1225
1249,02/10/2025,LinkedIn,2344
1250,03/10/2025,LinkedIn,3252
1251,04/10/2025,Facebook,4662
1252,05/10/2025,LinkedIn,1920
1253,06/10/2025,LinkedIn,3516
1254,07/10/2025,LinkedIn,3068
1255,08/10/2025,LinkedIn,2981
1256,09/10/2025,LinkedIn,3019
1257,10/10/2025,LinkedIn,1552
1258,11/10/2025,Facebook,5219
1259,12/10/2025,Google,1300
1260,13/10/2025,Facebook,1038
1261,14/10/2025,LinkedIn,3400
1262,15/10/2025,YouTube,1692
1263,16/10/2025,LinkedIn,3093
1264,17/10/2025,LinkedIn,4900
1265,18/10/2025,Facebook,2448
1266,19/10/2025,LinkedIn,4314
1267,20/10/2025,Facebook,2837
1268,21/10/2025,LinkedIn,4188
1269,22/10/2025,LinkedIn,4789
1270,23/10/2025,Google,5100
1271,24/10/2025,LinkedIn,4070
1272,25/10/2025,LinkedIn,696
1273,26/10/2025,LinkedIn,883
1274,27/10/2025,LinkedIn,3693
1275,28/10/2025,LinkedIn,3406
1276,29/10/2025,LinkedIn,1210
1277,30/10/2025,Facebook,1625
1278,31/10/2025,LinkedIn,2478
1279,01/11/2025,Facebook,1303
1280,02/11/2025,LinkedIn,1222
1281,03/11/2025,Google,636
1282,04/11/2025,LinkedIn,4688
1283,05/11/2025,LinkedIn,3957
1284,06/11/2025,YouTube,3888
1285,07/11/2025,Google,5465
1286,08/11/2025,LinkedIn,2087
1287,09/11/2025,LinkedIn,4616
1288,10/11/2025,LinkedIn,5373
1289,11/11/2025,LinkedIn,2398
1290,12/11/2025,Facebook,2124
1291,13/11/2025,Google,1339
1292,14/11/2025,YouTube,1880
1293,15/11/2025,Google,1492
1294,16/11/2025,LinkedIn,4910
1295,17/11/2025,YouTube,524
1296,18/11/2025,Google,3257
1297,19/11/2025,LinkedIn,4995
1298,20/11/2025,LinkedIn,5259
1299,21/11/2025,Google,787
1300,22/11/2025,LinkedIn,3115
1301,23/11/2025,Facebook,1317
1302,24/11/2025,Google,5380
1303,25/11/2025,LinkedIn,4263
1304,26/11/2025,LinkedIn,5294
1305,27/11/2025,LinkedIn,5096
1306,28/11/2025,Google,971
1307,29/11/2025,Facebook,1784
1308,30/11/2025,Facebook,4311
1309,01/12/2025,Google,3054
1310,02/12/2025,LinkedIn,3991
1311,03/12/2025,Facebook,2458
1312,04/12/2025,Facebook,5115
1313,05/12/2025,LinkedIn,1035
1314,06/12/2025,LinkedIn,3148
1315,07/12/2025,LinkedIn,4838
1316,08/12/2025,Facebook,3666
1317,09/12/2025,LinkedIn,3778
1318,10/12/2025,YouTube,3990
1319,11/12/2025,LinkedIn,621
1320,12/12/2025,Facebook,4465
1321,13/12/2025,LinkedIn,2796
1322,14/12/2025,LinkedIn,1075
1323,15/12/2025,Google,2747
1324,16/12/2025,LinkedIn,1712
1325,17/12/2025,LinkedIn,4600
1326,18/12/2025,LinkedIn,4120
1327,19/12/2025,LinkedIn,5272
1328,20/12/2025,Facebook,4194
1329,21/12/2025,YouTube,2865
1330,22/12/2025,LinkedIn,3346
1331,23/12/2025,Google,1495
1332,24/12/2025,Google,2146
1333,25/12/2025,LinkedIn,3378
1334,26/12/2025,LinkedIn,3870
1335,27/12/2025,LinkedIn,1743
1336,28/12/2025,Google,5016
1337,29/12/2025,LinkedIn,4111
1338,30/12/2025,LinkedIn,5044
1339,31/12/2025,Facebook,3287
