Campaign_ID,Campaign_Name,Channel,Campaign_Date,Impressions,Clicks,Spend
1158,CancerCare,LinkedIn,21/11/2025,126617,3112,16784
1159,LungStrong,Facebook,10/12/2025,177977,6021,8812
1160,Diabetes Plus,LinkedIn,18/04/2025,203912,2035,32169
1161,CancerCare,YouTube,04/11/2025,90097,5479,29963
1162,HeartAware,LinkedIn,08/06/2025,124047,1050,31832
1163,LungStrong,YouTube,27/02/2025,217487,6927,28682
1164,HeartAware,Facebook,07/07/2025,236938,6938,6274
1165,CancerCare,YouTube,23/03/2025,58648,5527,28106
1166,LungStrong,Google,03/12/2025,87324,1642,12148
1167,CancerCare,LinkedIn,21/10/2025,236530,7940,9018
1168,Diabetes Plus,Google,05/05/2025,151555,4103,21745
1169,Diabetes Plus,YouTube,07/12/2025,222558,1223,8626
1170,HeartAware,YouTube,31/07/2025,122143,4704,8805
1171,HeartAware,YouTube,10/10/2025,112179,4596,11626
1172,Diabetes Plus,YouTube,05/12/2025,141866,4603,26398
1173,LungStrong,Facebook,10/02/2025,209813,3374,26345
1174,LungStrong,YouTube,15/06/2025,150772,3266,14669
1175,LungStrong,Google,04/04/2025,186121,5952,34570
1176,Diabetes Plus,Google,12/11/2025,72843,4441,16346
1177,HeartAware,YouTube,22/12/2025,151782,4307,7982
1178,LungStrong,Google,27/05/2025,55973,2703,14505
1179,LungStrong,LinkedIn,08/03/2025,92411,3799,32977
1180,LungStrong,Google,21/07/2025,166893,7819,27768
1181,HeartAware,YouTube,17/05/2025,107242,5959,15052
1182,CancerCare,Google,08/08/2025,89812,6979,15415
1183,LungStrong,Facebook,21/04/2025,142882,5024,30761
1184,Diabetes Plus,Google,08/05/2025,178954,4519,8545
1185,HeartAware,Facebook,13/12/2025,124463,2911,23110
1186,LungStrong,Facebook,22/09/2025,166017,5790,6894
1187,HeartAware,LinkedIn,18/04/2025,231442,4097,20190
1188,LungStrong,Facebook,10/03/2025,82549,1388,22492
1189,LungStrong,YouTube,31/07/2025,143357,2746,18963
1190,LungStrong,YouTube,28/04/2025,188938,6189,5819
1191,Diabetes Plus,Google,15/05/2025,209255,6469,28781
1192,CancerCare,YouTube,20/04/2025,155197,1988,22726
1193,HeartAware,YouTube,04/03/2025,182309,5734,28609
1194,LungStrong,YouTube,16/07/2025,200248,4380,16980
1195,Diabetes Plus,Google,28/11/2025,181718,6874,32040
1196,LungStrong,YouTube,26/11/2025,176116,5643,8993
1197,LungStrong,Google,05/08/2025,82182,5848,26010
1198,LungStrong,YouTube,30/10/2025,144778,3186,30290
1199,LungStrong,YouTube,23/06/2025,222963,5239,30944
1200,LungStrong,Facebook,21/10/2025,69515,6204,5675
1201,Diabetes Plus,Google,24/06/2025,201379,5332,9439
1202,LungStrong,Google,22/11/2025,207979,5107,9834
1203,HeartAware,Facebook,01/07/2025,166995,6023,32993
1204,HeartAware,YouTube,12/07/2025,98170,3519,17380
1205,HeartAware,YouTube,21/09/2025,85000,4500,27609
1206,HeartAware,YouTube,17/11/2025,58558,7737,15247
1207,LungStrong,Google,12/07/2025,238937,7678,27923
1208,LungStrong,YouTube,07/09/2025,107623,2502,11485
1209,LungStrong,Google,04/07/2025,188172,5086,23111
1210,HeartAware,Facebook,21/11/2025,218923,3119,9474
1211,LungStrong,Google,21/07/2025,210115,7877,28405
1212,HeartAware,LinkedIn,05/09/2025,183798,5304,16585
1213,CancerCare,YouTube,29/05/2025,118507,1481,5991
1214,LungStrong,Facebook,14/12/2025,172047,4456,6105
1215,HeartAware,Google,18/09/2025,213267,6843,8572
1216,LungStrong,LinkedIn,25/11/2025,224988,6584,22251
1217,LungStrong,Google,02/03/2025,136386,7988,27927
1218,LungStrong,YouTube,30/05/2025,58012,5368,15842
1219,LungStrong,YouTube,19/12/2025,211831,6751,31751
1220,Diabetes Plus,Google,29/06/2025,209506,3542,25259
1221,LungStrong,YouTube,26/03/2025,111038,4138,14685
1222,HeartAware,YouTube,27/07/2025,57501,1930,11245
1223,LungStrong,Google,13/02/2025,199683,6795,22237
1224,HeartAware,YouTube,19/06/2025,95441,1565,11210
1225,Diabetes Plus,YouTube,22/07/2025,51715,6541,34019
1226,Diabetes Plus,LinkedIn,25/06/2025,100085,5340,18598
1227,HeartAware,LinkedIn,11/10/2025,139400,5344,8860
1228,CancerCare,Facebook,26/03/2025,171955,7556,23295
1229,HeartAware,LinkedIn,12/11/2025,229294,4970,16834
1230,LungStrong,YouTube,11/04/2025,86782,2630,34952
1231,HeartAware,Facebook,19/09/2025,102551,6880,9220
1232,LungStrong,Facebook,02/11/2025,198300,2125,12899
1233,LungStrong,Google,03/02/2025,209730,4520,17410
1234,LungStrong,Facebook,05/02/2025,174803,2127,17034
1235,CancerCare,LinkedIn,05/01/2025,82608,5798,18763
1236,LungStrong,Google,04/12/2025,183040,4114,6999
1237,LungStrong,Facebook,11/03/2025,115486,1647,23120
1238,HeartAware,Google,31/10/2025,79365,3265,10349
1239,LungStrong,YouTube,11/08/2025,120659,6455,7189
1240,CancerCare,Facebook,10/03/2025,64570,5989,28257
1241,LungStrong,YouTube,11/03/2025,145663,3884,33343
1242,CancerCare,LinkedIn,11/07/2025,232031,3369,28314
1243,HeartAware,YouTube,07/02/2025,163195,6667,11332
1244,Diabetes Plus,YouTube,29/07/2025,114628,4429,12591
1245,LungStrong,YouTube,13/04/2025,111216,5797,27419
1246,HeartAware,LinkedIn,08/11/2025,90392,6233,13718
1247,HeartAware,YouTube,13/11/2025,93723,6396,12870
1248,Diabetes Plus,YouTube,08/04/2025,126270,6332,14708
1249,HeartAware,YouTube,24/02/2025,227590,5359,17432
1250,CancerCare,Facebook,28/02/2025,230653,5831,31788
1251,HeartAware,YouTube,05/09/2025,84378,6977,14221
1252,LungStrong,Google,13/01/2025,174365,1922,23528
1253,HeartAware,YouTube,29/03/2025,200843,7975,23320
1254,Diabetes Plus,Facebook,02/07/2025,203738,4603,9257
1255,LungStrong,YouTube,15/03/2025,164914,6916,21151
1256,LungStrong,Google,27/01/2025,190317,6855,28345
1257,LungStrong,YouTube,23/09/2025,213065,2666,9000
1258,LungStrong,YouTube,22/11/2025,148452,4301,32009
1259,Diabetes Plus,Google,14/10/2025,79041,2322,6108
1260,HeartAware,YouTube,22/10/2025,208548,2342,16242
1261,HeartAware,Google,25/02/2025,219563,2429,9343
1262,HeartAware,Google,10/05/2025,120743,3650,23815
1263,HeartAware,YouTube,23/11/2025,108628,5459,21694
1264,LungStrong,YouTube,29/05/2025,93307,7808,18216
1265,LungStrong,YouTube,19/02/2025,231386,4953,34610
1266,Diabetes Plus,YouTube,26/03/2025,52099,3681,34828
1267,HeartAware,YouTube,14/11/2025,150897,1158,17688
1268,LungStrong,YouTube,04/08/2025,213992,3393,9606
1269,HeartAware,YouTube,28/04/2025,128629,3581,26741
1270,HeartAware,YouTube,16/09/2025,95826,1734,22478
1271,HeartAware,Facebook,08/11/2025,94574,3418,18344
1272,LungStrong,YouTube,26/05/2025,154084,4855,14731
1273,CancerCare,Google,28/04/2025,137375,4857,18911
1274,CancerCare,Google,27/11/2025,175412,7286,29904
1275,HeartAware,YouTube,19/05/2025,199172,6894,34357
1276,LungStrong,YouTube,29/12/2025,99766,3176,18058
1277,CancerCare,YouTube,24/03/2025,68467,1395,26114
1278,CancerCare,Google,22/11/2025,126194,4090,10760
1279,LungStrong,Google,29/09/2025,112675,4474,31327
1280,HeartAware,YouTube,21/03/2025,183284,6963,5519
1281,LungStrong,YouTube,06/04/2025,117658,2804,31138
1282,LungStrong,LinkedIn,27/11/2025,82591,3098,19866
1283,LungStrong,Google,15/01/2025,207140,5203,34614
1284,LungStrong,LinkedIn,08/11/2025,133009,7748,28037
1285,Diabetes Plus,LinkedIn,26/09/2025,149626,3867,24913
1286,LungStrong,YouTube,08/05/2025,243642,2896,19086
1287,LungStrong,YouTube,31/10/2025,233664,5645,14572
1288,HeartAware,Google,05/06/2025,58774,1080,11726
1289,LungStrong,YouTube,16/08/2025,70425,1601,9930
1290,LungStrong,YouTube,26/03/2025,246387,2483,10537
1291,LungStrong,YouTube,06/11/2025,133035,1364,21055
1292,Diabetes Plus,YouTube,04/03/2025,81833,1961,31981
1293,Diabetes Plus,YouTube,07/05/2025,60993,2414,25013
1294,LungStrong,Google,09/12/2025,193577,5982,20180
1295,CancerCare,YouTube,20/10/2025,233923,1810,26702
1296,LungStrong,YouTube,14/08/2025,231630,3698,31867
1297,LungStrong,YouTube,30/10/2025,245029,3489,27857
1298,HeartAware,YouTube,02/09/2025,244721,7905,28886
1299,Diabetes Plus,LinkedIn,08/04/2025,101893,5976,34984
1300,Diabetes Plus,YouTube,05/05/2025,205625,4159,5414
1301,Diabetes Plus,Google,23/09/2025,82114,2406,8828
1302,CancerCare,YouTube,06/03/2025,168478,7596,9056
1303,LungStrong,Google,24/12/2025,89294,5779,30569
1304,LungStrong,YouTube,20/02/2025,74323,6919,20004
1305,LungStrong,Google,29/11/2025,72832,4512,7155
1306,LungStrong,YouTube,14/05/2025,201968,7859,12038
1307,CancerCare,YouTube,09/04/2025,56861,2578,11900
1308,HeartAware,YouTube,08/11/2025,145522,2700,33888
1309,HeartAware,Google,20/04/2025,114752,1186,23814
1310,Diabetes Plus,Google,12/10/2025,223832,4945,29583
1311,LungStrong,YouTube,12/05/2025,233848,4795,17897
1312,HeartAware,YouTube,01/12/2025,114495,1901,29631
1313,HeartAware,YouTube,05/02/2025,69551,1552,26621
1314,HeartAware,YouTube,27/06/2025,125548,1721,25294
1315,HeartAware,YouTube,13/10/2025,119536,5709,32304
1316,LungStrong,Google,31/03/2025,99391,7291,30019
1317,HeartAware,YouTube,22/02/2025,203202,5469,12097
1318,HeartAware,Google,26/08/2025,214408,5253,32192
1319,LungStrong,YouTube,03/10/2025,72378,1023,11393
1320,LungStrong,Facebook,15/04/2025,64672,7919,14424
1321,HeartAware,Facebook,06/07/2025,209209,2966,11844
1322,CancerCare,Google,06/10/2025,101884,1245,24166
1323,LungStrong,YouTube,08/02/2025,120463,4595,26424
1324,LungStrong,Facebook,30/01/2025,163917,7946,8251
1325,LungStrong,YouTube,27/07/2025,50278,7447,6661
1326,LungStrong,YouTube,10/07/2025,55211,5502,15206
1327,LungStrong,YouTube,27/01/2025,192879,1804,34746
1328,LungStrong,Google,07/08/2025,108178,5688,12639
1329,LungStrong,Google,08/12/2025,237598,4982,23850
1330,Diabetes Plus,YouTube,30/10/2025,136569,3653,31548
1331,CancerCare,LinkedIn,20/07/2025,160063,7039,34803
1332,Diabetes Plus,YouTube,29/03/2025,148268,3793,28159
1333,HeartAware,YouTube,02/01/2025,179370,5839,5669
1334,Diabetes Plus,Facebook,07/11/2025,81129,2605,28737
1335,HeartAware,LinkedIn,14/02/2025,157339,1781,28341
1336,HeartAware,YouTube,18/06/2025,163365,2856,13216
1337,LungStrong,YouTube,06/04/2025,214900,5322,32682
1338,LungStrong,YouTube,11/11/2025,152542,1963,8810
1339,CancerCare,YouTube,03/03/2025,120402,2263,33135
1340,LungStrong,YouTube,05/10/2025,185273,1896,13424
1341,HeartAware,YouTube,14/12/2025,58046,3916,24742
1342,LungStrong,YouTube,27/01/2025,130657,5237,12667
1343,LungStrong,Google,03/11/2025,61012,6639,33570
1344,LungStrong,Google,26/03/2025,186193,5193,15195
1345,CancerCare,Google,18/02/2025,105525,4490,18357
1346,CancerCare,Facebook,12/12/2025,175379,7568,18098
1347,LungStrong,YouTube,30/01/2025,201164,2147,30920
1348,LungStrong,Facebook,25/02/2025,246638,1130,29672
1349,HeartAware,Facebook,04/09/2025,197741,7873,26285
1350,LungStrong,LinkedIn,22/08/2025,160211,7190,24728
1351,LungStrong,Facebook,18/01/2025,131029,1203,32127
1352,HeartAware,YouTube,09/03/2025,149848,1851,9325
1353,LungStrong,Google,20/09/2025,173311,5386,34153
1354,Diabetes Plus,LinkedIn,28/10/2025,129739,5432,6281
1355,LungStrong,Google,31/10/2025,212201,6941,6706
1356,LungStrong,YouTube,12/12/2025,212993,1655,24859
1357,LungStrong,YouTube,26/06/2025,200842,4388,26590
1358,HeartAware,Google,11/01/2025,217103,4343,15385
1359,CancerCare,YouTube,24/07/2025,218344,2677,10510
1360,LungStrong,LinkedIn,09/03/2025,114399,6641,15076
1361,LungStrong,Google,24/04/2025,103759,3155,32918
1362,HeartAware,Google,23/08/2025,116112,3741,30082
1363,LungStrong,LinkedIn,26/01/2025,240321,7408,31514
1364,LungStrong,YouTube,04/08/2025,176106,3752,9035
1365,LungStrong,LinkedIn,15/06/2025,183744,4835,33034
1366,Diabetes Plus,YouTube,30/08/2025,105892,7921,18082
1367,Diabetes Plus,YouTube,11/09/2025,90514,5963,19259
1368,LungStrong,Google,22/09/2025,127645,4183,25941
1369,LungStrong,YouTube,26/11/2025,182606,1735,32354
1370,CancerCare,YouTube,27/03/2025,141641,1388,18759
1371,LungStrong,Google,15/12/2025,107405,1930,16618
1372,HeartAware,Facebook,02/08/2025,137773,4804,10234
1373,LungStrong,YouTube,19/10/2025,192824,6094,34701
1374,HeartAware,YouTube,17/11/2025,116967,6654,23873
1375,HeartAware,Facebook,08/10/2025,200504,2509,5411
1376,Diabetes Plus,Google,10/10/2025,72395,3122,31798
1377,LungStrong,YouTube,09/05/2025,242893,7222,24172
1378,CancerCare,YouTube,01/04/2025,130902,4945,6439
1379,HeartAware,YouTube,24/10/2025,63651,7222,26575
1380,LungStrong,Facebook,04/05/2025,50010,7563,20595
1381,HeartAware,LinkedIn,30/08/2025,242605,4455,13974
1382,HeartAware,Google,02/02/2025,181183,1253,12337
1383,LungStrong,YouTube,23/04/2025,237873,1734,6634
1384,HeartAware,YouTube,01/07/2025,86411,2456,31751
1385,LungStrong,Google,14/12/2025,242976,5728,29677
1386,HeartAware,LinkedIn,18/05/2025,88190,4770,33820
1387,LungStrong,LinkedIn,20/12/2025,202334,7751,22272
1388,Diabetes Plus,YouTube,20/11/2025,106468,3884,18829
1389,Diabetes Plus,Google,07/07/2025,116941,7013,16489
1390,CancerCare,YouTube,19/02/2025,86019,6597,7563
1391,HeartAware,YouTube,13/02/2025,154290,5010,5540
1392,LungStrong,YouTube,07/01/2025,220980,6457,33097
1393,HeartAware,YouTube,15/08/2025,135587,6336,31989
1394,HeartAware,YouTube,01/05/2025,50386,3178,20954
1395,LungStrong,YouTube,18/01/2025,81726,4008,27630
1396,Diabetes Plus,YouTube,14/08/2025,232241,2551,15181
1397,CancerCare,YouTube,22/08/2025,106813,3016,33212
1398,Diabetes Plus,YouTube,10/07/2025,213783,6716,33057
1399,HeartAware,Facebook,02/02/2025,237093,6112,25165
1400,LungStrong,YouTube,22/12/2025,104357,2564,21774
1401,LungStrong,Facebook,02/11/2025,190043,6956,9223
1402,Diabetes Plus,YouTube,20/05/2025,198665,2923,23284
1403,CancerCare,Google,14/10/2025,186840,2188,26643
1404,LungStrong,YouTube,02/07/2025,185850,3434,25537
1405,CancerCare,YouTube,28/02/2025,121487,1365,34036
1406,Diabetes Plus,YouTube,12/11/2025,181957,1161,9061
1407,LungStrong,Google,05/05/2025,166347,7227,16838
1408,LungStrong,Google,24/05/2025,94021,4218,29576
1409,LungStrong,YouTube,20/04/2025,103717,4248,33286
1410,LungStrong,YouTube,26/03/2025,149903,6647,10349
1411,Diabetes Plus,Google,26/03/2025,176554,3343,27117
1412,LungStrong,YouTube,23/06/2025,156262,7148,29636
1413,CancerCare,YouTube,28/03/2025,155439,1063,6213
1414,HeartAware,YouTube,21/01/2025,55956,6521,18546
1415,CancerCare,Google,06/08/2025,147579,2041,8293
1416,LungStrong,Google,14/11/2025,85986,7420,17977
1417,CancerCare,Facebook,29/05/2025,106184,2749,11139
1418,LungStrong,Google,04/10/2025,152583,5974,14362
1419,LungStrong,YouTube,13/10/2025,217725,3871,28801
1420,LungStrong,Facebook,28/04/2025,238013,6499,16168
1421,LungStrong,YouTube,21/07/2025,194543,2544,5180
1422,HeartAware,Google,11/02/2025,60166,5847,19322
1423,LungStrong,Facebook,25/05/2025,192442,4474,11149
1424,HeartAware,LinkedIn,18/02/2025,111600,5432,33057
1425,LungStrong,YouTube,08/05/2025,231934,3740,12997
1426,HeartAware,YouTube,06/02/2025,215465,4835,14857
1427,HeartAware,LinkedIn,02/10/2025,178871,1464,30559
1428,Diabetes Plus,Google,24/09/2025,160012,5337,7457
1429,HeartAware,Google,13/08/2025,148532,7417,18262
1430,LungStrong,YouTube,12/03/2025,225443,5116,26620
1431,HeartAware,Facebook,29/11/2025,217598,1856,5794
1432,HeartAware,LinkedIn,19/11/2025,62546,6818,19749
1433,LungStrong,YouTube,29/08/2025,101594,6557,7688
1434,LungStrong,YouTube,03/11/2025,85720,2240,20168
1435,LungStrong,YouTube,19/10/2025,229861,3805,11419
1436,CancerCare,YouTube,01/09/2025,76329,5296,5066
1437,LungStrong,YouTube,13/03/2025,179112,6170,17510
1438,HeartAware,Google,11/10/2025,154404,1551,33183
1439,CancerCare,YouTube,06/03/2025,240440,5627,16437
1440,LungStrong,YouTube,16/12/2025,175566,7261,18626
1441,HeartAware,YouTube,18/04/2025,211985,4664,5532
1442,Diabetes Plus,LinkedIn,19/12/2025,85426,4303,23131
1443,LungStrong,YouTube,01/08/2025,173541,2433,13013
1444,HeartAware,Google,11/07/2025,98780,4985,24885
1445,LungStrong,YouTube,13/02/2025,164834,6517,6807
1446,LungStrong,YouTube,03/09/2025,80030,1485,14624
1447,LungStrong,Google,22/05/2025,167560,2688,20783
1448,CancerCare,YouTube,25/09/2025,150696,4166,30781
1449,CancerCare,YouTube,18/07/2025,87915,2683,34053
1450,Diabetes Plus,YouTube,10/02/2025,234013,2183,11046
1451,LungStrong,YouTube,02/02/2025,140686,4356,27119
1452,LungStrong,Facebook,25/07/2025,169626,4775,32622
1453,Diabetes Plus,LinkedIn,14/12/2025,71149,4935,25834
1454,CancerCare,Google,17/01/2025,63621,7717,24950
1455,Diabetes Plus,LinkedIn,07/11/2025,73629,2845,12002
1456,Diabetes Plus,Facebook,24/02/2025,151357,2723,19237
1457,LungStrong,YouTube,06/11/2025,153607,3270,28247
1458,CancerCare,YouTube,11/06/2025,233004,1355,10315
1459,Diabetes Plus,YouTube,28/08/2025,219801,1865,5634
1460,HeartAware,YouTube,22/01/2025,198897,6312,11759
1461,LungStrong,YouTube,23/02/2025,138079,5426,7944
1462,LungStrong,LinkedIn,18/04/2025,98298,4750,26837
1463,LungStrong,YouTube,14/04/2025,72530,4589,22128
1464,LungStrong,Google,07/07/2025,124035,3473,26636
1465,HeartAware,Facebook,10/06/2025,69089,6092,9544
1466,LungStrong,YouTube,21/08/2025,154537,4355,31348
1467,LungStrong,YouTube,16/06/2025,67008,2356,34768
1468,LungStrong,Google,17/08/2025,245650,5784,28638
1469,Diabetes Plus,Google,02/04/2025,158427,1225,10096
1470,CancerCare,LinkedIn,25/09/2025,188591,1765,9346
1471,CancerCare,YouTube,29/06/2025,103671,1058,24716
1472,Diabetes Plus,Google,19/03/2025,56542,6166,11617
1473,HeartAware,YouTube,28/08/2025,122174,3054,28291
1474,LungStrong,Facebook,18/06/2025,210326,5049,18931
1475,HeartAware,YouTube,15/01/2025,235539,5306,15805
1476,LungStrong,LinkedIn,05/10/2025,157794,4224,9518
1477,Diabetes Plus,YouTube,07/05/2025,217570,5999,11666
1478,LungStrong,YouTube,07/05/2025,85785,4610,23169
1479,LungStrong,Facebook,28/05/2025,96533,2579,10506
1480,HeartAware,LinkedIn,28/07/2025,205164,6144,26645
1481,LungStrong,YouTube,25/04/2025,73655,2523,15866
1482,CancerCare,YouTube,15/02/2025,207809,6147,29783
1483,LungStrong,LinkedIn,20/10/2025,201388,7461,26034
1484,Diabetes Plus,LinkedIn,18/11/2025,224025,4487,21084
1485,CancerCare,Google,25/12/2025,100969,4839,12789
1486,CancerCare,YouTube,10/05/2025,129824,6287,21937
1487,CancerCare,LinkedIn,12/07/2025,103087,6987,34503
1488,Diabetes Plus,YouTube,22/05/2025,61471,5201,5082
1489,HeartAware,YouTube,14/01/2025,217230,1715,16768
1490,Diabetes Plus,YouTube,12/06/2025,242307,5109,26570
1491,LungStrong,YouTube,08/07/2025,179423,1126,9990
1492,LungStrong,YouTube,02/12/2025,99233,2058,23729
1493,HeartAware,YouTube,11/05/2025,106166,1007,31039
1494,LungStrong,YouTube,15/08/2025,121114,6784,30939
1495,HeartAware,YouTube,03/09/2025,225378,2704,24277
1496,Diabetes Plus,YouTube,18/03/2025,246991,3225,30932
1497,HeartAware,Facebook,09/12/2025,138031,4587,34761
1498,Diabetes Plus,LinkedIn,21/08/2025,218872,2877,32574
1499,LungStrong,Google,18/10/2025,70041,3698,24286
1500,Diabetes Plus,YouTube,09/03/2025,100544,3921,25827
1501,CancerCare,LinkedIn,20/09/2025,114377,3142,34876
1502,Diabetes Plus,YouTube,21/12/2025,170599,1226,30220
1503,LungStrong,YouTube,08/02/2025,126380,7306,7998
1504,CancerCare,LinkedIn,21/06/2025,158561,6655,13472
1505,CancerCare,Google,06/02/2025,230481,7868,22192
1506,LungStrong,LinkedIn,03/02/2025,50774,2639,6347
1507,Diabetes Plus,Google,09/10/2025,83183,3617,34746
1508,LungStrong,YouTube,25/07/2025,127096,6572,17418
1509,Diabetes Plus,Google,14/04/2025,215459,2635,31455
1510,HeartAware,YouTube,25/01/2025,80762,6195,30910
1511,Diabetes Plus,YouTube,27/07/2025,147032,1532,26302
1512,LungStrong,LinkedIn,19/04/2025,192598,2733,33172
1513,LungStrong,Google,06/02/2025,217548,2770,16720
1514,Diabetes Plus,Google,21/04/2025,124813,6639,33434
1515,Diabetes Plus,YouTube,27/11/2025,104397,7278,21144
1516,HeartAware,Google,03/01/2025,139118,3125,6303
1517,Diabetes Plus,Google,06/03/2025,216829,7540,29660
1518,HeartAware,Facebook,29/04/2025,221266,1770,27827
1519,CancerCare,LinkedIn,11/09/2025,245681,7350,12720
1520,LungStrong,LinkedIn,16/06/2025,216817,7465,11889
1521,LungStrong,YouTube,06/12/2025,198421,6476,7385
1522,LungStrong,YouTube,29/07/2025,208024,7209,18877
1523,LungStrong,YouTube,14/03/2025,129488,4335,25322
1524,HeartAware,YouTube,01/05/2025,110975,5420,30025
1525,LungStrong,YouTube,24/01/2025,204647,4961,28292
1526,Diabetes Plus,Facebook,11/11/2025,216623,6493,14443
1527,Diabetes Plus,YouTube,25/05/2025,100501,6762,31371
1528,LungStrong,YouTube,27/10/2025,244362,7203,28808
1529,CancerCare,Google,31/05/2025,211865,1128,15342
1530,Diabetes Plus,YouTube,07/07/2025,61621,6565,28568
1531,LungStrong,LinkedIn,16/03/2025,81832,1204,24077
1532,LungStrong,LinkedIn,14/07/2025,226430,4287,6725
1533,LungStrong,YouTube,09/05/2025,155527,4341,9445
1534,HeartAware,YouTube,01/12/2025,191036,2878,24753
1535,LungStrong,YouTube,15/04/2025,142257,7583,28572
1536,Diabetes Plus,YouTube,01/01/2025,80936,1115,10230
1537,LungStrong,YouTube,11/06/2025,110206,4867,9374
1538,Diabetes Plus,LinkedIn,20/01/2025,127409,3580,14992
1539,LungStrong,Facebook,08/06/2025,165147,2084,29713
1540,Diabetes Plus,Google,16/09/2025,234748,3021,16189
1541,LungStrong,LinkedIn,08/03/2025,82994,5321,13363
1542,Diabetes Plus,YouTube,25/08/2025,75280,4197,11714
1543,CancerCare,YouTube,25/08/2025,172289,5961,12137
1544,Diabetes Plus,YouTube,10/10/2025,237707,7430,22679
1545,Diabetes Plus,YouTube,10/05/2025,177734,2744,10794
1546,LungStrong,YouTube,30/04/2025,95904,5503,27673
1547,CancerCare,Google,29/12/2025,124520,6473,34903
1548,LungStrong,YouTube,29/03/2025,63789,2900,28268
1549,Diabetes Plus,YouTube,11/03/2025,159138,7727,12363
1550,CancerCare,Google,04/10/2025,58712,6305,31305
1551,LungStrong,YouTube,24/01/2025,59351,3181,30505
1552,CancerCare,YouTube,04/08/2025,206207,4489,21056
1553,LungStrong,YouTube,01/09/2025,144127,2099,24893
1554,LungStrong,YouTube,09/08/2025,127694,5642,26540
1555,LungStrong,Google,05/05/2025,159380,1072,7437
1556,LungStrong,YouTube,14/07/2025,115013,4852,33379
1557,LungStrong,LinkedIn,09/04/2025,181814,2400,13049
1558,LungStrong,Facebook,10/10/2025,182144,3796,7078
1559,HeartAware,Google,03/03/2025,222602,1706,18558
1560,Diabetes Plus,Google,28/02/2025,101229,4405,30134
1561,HeartAware,YouTube,16/11/2025,184862,2727,19881
1562,LungStrong,Google,17/05/2025,83801,6920,31446
1563,CancerCare,YouTube,28/04/2025,196362,6913,21471
1564,LungStrong,YouTube,06/08/2025,143104,2804,14138
1565,HeartAware,YouTube,10/01/2025,182401,4900,5870
1566,CancerCare,Facebook,27/11/2025,160349,2652,17148
1567,LungStrong,YouTube,01/08/2025,71588,3560,34422
1568,Diabetes Plus,YouTube,11/11/2025,74588,1027,20902
1569,LungStrong,YouTube,07/07/2025,249850,5037,19285
1570,CancerCare,YouTube,05/06/2025,187506,3308,17370
1571,LungStrong,YouTube,13/08/2025,129830,7369,20462
1572,HeartAware,Facebook,07/04/2025,104152,1025,15110
1573,Diabetes Plus,LinkedIn,02/10/2025,124650,6738,12832
1574,Diabetes Plus,YouTube,29/10/2025,185047,4267,19401
1575,LungStrong,YouTube,01/07/2025,136037,3634,32465
1576,HeartAware,Google,01/08/2025,112916,4471,19591
1577,LungStrong,YouTube,19/05/2025,55871,1750,30717
1578,Diabetes Plus,YouTube,13/08/2025,162503,3339,26867
1579,Diabetes Plus,YouTube,10/10/2025,51821,4592,7193
1580,HeartAware,YouTube,06/01/2025,69275,7280,6898
1581,CancerCare,Facebook,15/02/2025,106650,2741,20303
1582,Diabetes Plus,LinkedIn,17/12/2025,51431,6665,8925
1583,HeartAware,YouTube,13/05/2025,123068,6238,10039
1584,LungStrong,Google,13/07/2025,91407,7408,29652
1585,Diabetes Plus,Google,14/11/2025,108215,1997,18445
1586,Diabetes Plus,Google,14/11/2025,198979,4431,18575
1587,LungStrong,Google,02/04/2025,242367,7442,19706
1588,HeartAware,Facebook,31/07/2025,114629,2591,19433
1589,LungStrong,YouTube,22/09/2025,247512,4098,27894
1590,HeartAware,YouTube,09/09/2025,192535,7573,15016
1591,LungStrong,YouTube,28/09/2025,81698,7420,16265
1592,LungStrong,YouTube,01/05/2025,91153,6273,7476
1593,LungStrong,LinkedIn,02/04/2025,239069,2076,26024
1594,LungStrong,YouTube,27/11/2025,89797,4633,10319
1595,HeartAware,Google,31/01/2025,161741,4746,10888
1596,CancerCare,Google,11/04/2025,150242,5400,22980
1597,Diabetes Plus,YouTube,21/11/2025,179695,7598,9967
1598,Diabetes Plus,YouTube,24/08/2025,114178,5349,14248
1599,LungStrong,Facebook,25/02/2025,143223,2269,34702
1600,LungStrong,LinkedIn,20/05/2025,166707,3435,23623
1601,HeartAware,YouTube,20/11/2025,208644,1607,5095
1602,Diabetes Plus,YouTube,05/05/2025,128436,5582,27783
1603,LungStrong,LinkedIn,10/08/2025,198782,3377,20748
1604,Diabetes Plus,Google,10/01/2025,211413,5216,14703
1605,LungStrong,YouTube,10/01/2025,93774,4270,17515
1606,LungStrong,Google,04/03/2025,200280,2645,20069
1607,LungStrong,Google,13/12/2025,244388,5167,11863
1608,LungStrong,Google,28/12/2025,141953,5229,19599
1609,HeartAware,YouTube,23/02/2025,190393,5464,24417
1610,LungStrong,YouTube,14/06/2025,181273,4125,29528
1611,LungStrong,YouTube,18/06/2025,155874,4312,13080
1612,HeartAware,Google,13/10/2025,205218,6871,7302
1613,HeartAware,Google,02/02/2025,186460,1203,29312
1614,LungStrong,Facebook,27/03/2025,130986,6202,13759
1615,LungStrong,YouTube,05/10/2025,168792,2528,24016
1616,LungStrong,YouTube,09/02/2025,241409,1765,27255
1617,HeartAware,YouTube,03/02/2025,233306,2945,23520
